ensgene,logFC,AveExpr,t,P.Value,adj.P.Val,B,DEgene,Test
MSTRG.13280|ZNF440,0.27638221,0.68249246,0.553695402,0.592183945,0.90169483,-4.634349224,,FALSE
MSTRG.26710|CD99,0.276315119,5.718357851,1.321313725,0.216387352,0.733721329,-4.5166657,,FALSE
ENSG00000132718,0.276090953,2.484213999,1.375481003,0.199577771,0.724432593,-4.533493717,,FALSE
MSTRG.18096|RBMS3-AS3,0.275725078,0.299484948,0.949988884,0.364937153,0.807990602,-4.601134073,,FALSE
MSTRG.16304|ADAM33,0.275675941,3.539095023,1.379972526,0.198234761,0.724153737,-4.510781059,,FALSE
ENSG00000259959,0.275478521,0.14829335,0.954111362,0.362948294,0.807891135,-4.600161362,,FALSE
MSTRG.12159|FDXR,0.275437017,0.810529925,0.565250584,0.584599273,0.898330958,-4.628319418,,FALSE
MSTRG.2928|ALOX5,0.275343765,0.379509032,0.595526562,0.564977973,0.893137169,-4.621153335,,FALSE
MSTRG.18822|CCDC14,0.275272606,3.574386489,1.102319894,0.29663386,0.776532314,-4.589794282,,FALSE
MSTRG.12522|MTCL1,0.27519669,1.813985863,1.153804118,0.275918904,0.768598808,-4.579592146,,FALSE
MSTRG.4572|RAD9A,0.275141467,1.445480061,0.856648034,0.412078671,0.833642995,-4.6160637,,FALSE
MSTRG.22338|KCTD20,0.27505765,4.957904108,1.243010131,0.242755436,0.749584166,-4.54676916,,FALSE
MSTRG.19059|PLOD2,0.274895214,2.408125011,1.151101715,0.276977148,0.768796796,-4.577217419,,FALSE
MSTRG.9120|PDE8A,0.274534807,3.889036601,1.832822637,0.097310526,0.676612662,-4.343735498,,FALSE
MSTRG.9329|RGS11,0.274464309,2.006077412,0.825114041,0.428916754,0.839749762,-4.625162715,,FALSE
MSTRG.24466|BET1P1|GIMAP1|GIMAP1-GIMAP5|GIMAP5,0.274445069,4.267176406,1.65352071,0.129824152,0.677679199,-4.393278857,,FALSE
MSTRG.23982|PMS2P1,0.274276162,1.808384016,1.448344653,0.17872057,0.708222874,-4.530162604,,FALSE
MSTRG.6556|AL021546.6|COX6A1|GATC,0.274159659,4.193849776,0.697622073,0.501614406,0.870032912,-4.70647118,,FALSE
MSTRG.14779|CFAP36,0.273743402,2.932108389,1.391561967,0.194804718,0.721496657,-4.519560846,,FALSE
MSTRG.20888|MAP1B,0.273654164,4.342293993,1.917619318,0.084709308,0.675175838,-4.290201001,,FALSE
MSTRG.21476|PCDHB13,0.27345674,0.03665691,0.985146347,0.348228174,0.802184057,-4.597574995,,FALSE
MSTRG.22824|HS3ST5,0.273417433,1.447415778,1.148369993,0.278050127,0.770029336,-4.580893691,,FALSE
MSTRG.25964|GOLM1,0.273282557,3.461485815,1.198904655,0.258726494,0.759064987,-4.562859239,,FALSE
MSTRG.613|SMIM12,0.273209186,4.078553313,1.874100569,0.090973383,0.676612662,-4.311913858,,FALSE
MSTRG.13903|BCAM,0.272843309,4.884715516,1.564416438,0.149379116,0.693120263,-4.418800483,,FALSE
MSTRG.14494|TMEM214,0.272539667,4.061969106,1.44076073,0.180800599,0.711173769,-4.478938659,,FALSE
ENSG00000116329,0.272306545,0.656999626,0.334243382,0.745232273,0.948124633,-4.654055209,,FALSE
MSTRG.19047|PCOLCE2,0.272288141,2.261038001,0.72725411,0.484066314,0.863585362,-4.638710638,,FALSE
ENSG00000268043,0.272230411,2.972112492,1.896614156,0.087680772,0.675210155,-4.378470225,,FALSE
MSTRG.13437|MYO9B,0.272154387,3.847895481,1.301561299,0.222804265,0.7387388,-4.530356122,,FALSE
MSTRG.24561|CTD-2336O2.1,0.271977203,2.585328881,1.55807658,0.150865214,0.693603893,-4.491602894,,FALSE
MSTRG.11292|ADAP2,0.271862919,0.469372715,0.719878144,0.488398034,0.864704758,-4.618049217,,FALSE
MSTRG.2109|ARPC5,0.271856744,3.408698039,1.092429437,0.300748336,0.777799362,-4.591522738,,FALSE
ENSG00000172000,0.271707824,0.459507291,0.401826687,0.696427092,0.936430416,-4.632322889,,FALSE
MSTRG.13802|SERTAD1,0.271617644,2.729804255,1.075239921,0.308003809,0.780992218,-4.591246457,,FALSE
MSTRG.17066|AP000304.12|ATP5O|DONSON,0.271553794,7.625393959,1.405098158,0.190862451,0.71604024,-4.491501289,,FALSE
MSTRG.15246|BCL2L11,0.271214921,2.986685771,1.059693788,0.314680489,0.781418089,-4.596199176,,FALSE
MSTRG.23755|TBL2,0.270880545,2.494049957,1.16379568,0.272033997,0.768166223,-4.574991954,,FALSE
MSTRG.989|FGGY,0.270537808,4.63000777,1.527502429,0.158216275,0.698517398,-4.439055651,,FALSE
MSTRG.142|KLHL21,0.270398269,6.191480292,1.382315,0.197537379,0.723785801,-4.493986124,,FALSE
MSTRG.8149|INF2,0.270373125,4.164262321,1.190334157,0.26192596,0.760237794,-4.564936814,,FALSE
MSTRG.21495|ARAP3,0.269837431,3.625625129,1.491487862,0.167276347,0.702808126,-4.471329092,,FALSE
ENSG00000172667,0.269795878,2.922630421,1.671402964,0.126187673,0.676847611,-4.448978354,,FALSE
MSTRG.7631|ATG14,0.269671404,4.691362252,2.608175839,0.026510217,0.644422244,-3.985259173,,FALSE
MSTRG.14604|HEATR5B,0.269622561,3.167063192,1.675143817,0.125438646,0.676847611,-4.430305068,,FALSE
MSTRG.6334|RP11-490H24.5,0.269533004,0.419931469,0.973425563,0.353735093,0.804989992,-4.598908569,,FALSE
MSTRG.7333|AJUBA|HAUS4|MIR4707|RP11-298I3.5,0.269470766,3.286557774,1.619641979,0.136972437,0.682105773,-4.446003171,,FALSE
MSTRG.3829|CD81,0.269441078,5.355384142,1.573170697,0.147348325,0.6887693,-4.414045977,,FALSE
MSTRG.16084|PID1,0.269379401,2.352228793,1.354719944,0.205885831,0.728480381,-4.539849175,,FALSE
MSTRG.23308|PMS2,0.268990795,2.235472446,1.241491256,0.243291813,0.749584166,-4.560865795,,FALSE
MSTRG.17448|PITPNB,0.268833556,3.882518552,1.929520268,0.083067814,0.675175838,-4.31458268,,FALSE
MSTRG.17652|CBX6,0.268736773,3.422168738,1.722967982,0.116210557,0.676847611,-4.40804774,,FALSE
MSTRG.24144|C7orf60,0.268305808,1.683641159,1.157842436,0.27434348,0.768598808,-4.578773028,,FALSE
MSTRG.25834|FRMPD1,0.268196257,2.585917535,1.632847397,0.134145292,0.679485393,-4.469644523,,FALSE
MSTRG.26739|TCEANC,0.267902755,1.357465742,1.050171866,0.318824032,0.783533955,-4.593128285,,FALSE
MSTRG.5766|AC073610.5|ARF3|FKBP11|RP11-302B13.1|RP11-302B13.5,0.267894795,3.892734734,1.698698204,0.12081384,0.676847611,-4.393277224,,FALSE
MSTRG.12033|ICAM2,0.267779823,2.896109226,1.173658874,0.268241663,0.765529478,-4.571042371,,FALSE
MSTRG.16445|THBD,0.267559736,4.515313562,1.05257384,0.317774908,0.782346844,-4.611373377,,FALSE
MSTRG.20341|RP11-588K22.2,0.267312378,2.248745528,1.102472121,0.296570875,0.776532314,-4.586023757,,FALSE
ENSG00000166669,0.267282704,0.770236832,1.040723844,0.322976185,0.785709891,-4.59388439,,FALSE
MSTRG.6900|RGCC,0.267243763,3.776220639,1.662427722,0.128001233,0.676847611,-4.405491258,,FALSE
MSTRG.11855|DGKE,0.267227589,1.714378676,0.905609966,0.386846552,0.822808018,-4.617013889,,FALSE
MSTRG.25177|CPQ,0.267217691,3.099660954,1.146253405,0.278883741,0.770763742,-4.576940805,,FALSE
MSTRG.17236|PRMT2,0.266972584,4.092178402,1.646635422,0.131249246,0.677679199,-4.403797587,,FALSE
MSTRG.2103|LAMC1,0.266906733,7.092122833,1.689750181,0.122552279,0.676847611,-4.378403618,,FALSE
MSTRG.25|MTATP6P1|MTATP8P1|MTCO3P12,0.266733607,12.79127839,1.133714409,0.283862623,0.771778634,-4.580012638,,FALSE
MSTRG.16713|SLC35C2,0.26672412,3.317146323,1.49447675,0.166507605,0.702808126,-4.481862563,,FALSE
MSTRG.21594|GPX3,0.266715642,5.647415173,0.859545444,0.410554594,0.833500578,-4.676589358,,FALSE
MSTRG.11434|DUSP14,0.266571878,2.770573173,1.115435822,0.291245021,0.774806891,-4.583627261,,FALSE
ENSG00000116525,0.26637064,0.926607684,0.949188509,0.365324201,0.807990602,-4.602347038,,FALSE
MSTRG.18810|HSPBAP1,0.266355745,3.551750728,1.388725987,0.195639375,0.722251829,-4.505542888,,FALSE
MSTRG.20197|AC021205.1|FGF2,0.266240509,2.502453626,1.4628158,0.174808742,0.706776875,-4.514150298,,FALSE
ENSG00000173846,0.266162964,1.183574722,0.824320366,0.429346464,0.839857881,-4.614640954,,FALSE
MSTRG.6572|SPPL3,0.266155732,3.371961577,2.037463568,0.069485879,0.661848022,-4.31082151,,FALSE
ENSG00000135315,0.265969109,1.341905009,0.794399864,0.44575692,0.84564355,-4.622275626,,FALSE
MSTRG.23269|MAD1L1,0.265813421,3.188341018,1.64404369,0.1317893,0.677679199,-4.445151316,,FALSE
MSTRG.13495|KXD1,0.26575972,4.094549675,1.878171759,0.090369574,0.676612662,-4.313481051,,FALSE
MSTRG.1434|CD58,0.265421155,1.935117602,1.056699962,0.315978839,0.782346844,-4.592820337,,FALSE
MSTRG.22798|RP5-1112D6.8,0.265252883,0.532301771,0.812910722,0.435555861,0.84066789,-4.61217408,,FALSE
MSTRG.3636|TIAL1,0.26517119,5.06187091,1.829052453,0.097909259,0.676636064,-4.304877569,,FALSE
ENSG00000110031,0.265042076,1.251206919,1.254335898,0.238786149,0.747070305,-4.569294204,,FALSE
MSTRG.17477|NF2,0.264834043,4.358829228,0.835292491,0.423431667,0.837901399,-4.676269791,,FALSE
MSTRG.23732|SBDSP1,0.264460648,3.852572255,1.25324013,0.239167847,0.747538286,-4.544519331,,FALSE
MSTRG.14693|PRKCE,0.264386589,2.341440455,0.962934157,0.358718253,0.805743635,-4.609901459,,FALSE
MSTRG.2012|PFN1P1,0.264191771,0.731047706,1.220953116,0.250639686,0.754440112,-4.576816182,,FALSE
MSTRG.12767|AC048380.1|CTIF,0.264134545,3.780261232,1.001832177,0.340497797,0.797323562,-4.619337029,,FALSE
MSTRG.23361|MEOX2,0.26392532,3.364152613,1.092237793,0.300828494,0.777799362,-4.591627761,,FALSE
MSTRG.17612|ANKRD54|MIR658,0.263841958,2.84448823,1.264920434,0.235124725,0.744042011,-4.550880467,,FALSE
MSTRG.13247|YIPF2,0.263836939,2.871464188,1.069615127,0.310406893,0.781248631,-4.593319167,,FALSE
ENSG00000173068,0.263770395,2.27581351,0.920075143,0.379604856,0.816666508,-4.617382716,,FALSE
MSTRG.14564|LBH,0.263724216,3.956275488,0.888506972,0.395534105,0.827184951,-4.652819645,,FALSE
ENSG00000044459,0.26372381,0.992118138,0.927169985,0.376088466,0.814731714,-4.606285134,,FALSE
MSTRG.20563|TRIO,0.263721612,5.245349093,1.958867161,0.079146534,0.67309315,-4.247334527,,FALSE
MSTRG.24582|MFHAS1,0.263656619,1.721326968,0.660578844,0.524092036,0.880016305,-4.633873088,,FALSE
MSTRG.15542|GRB14,0.26357997,1.81462893,0.724144984,0.485889277,0.863646689,-4.634503631,,FALSE
ENSG00000255200,0.263253962,0.847095847,0.849762392,0.41571619,0.835196868,-4.612338311,,FALSE
ENSG00000139668,0.262685512,2.240821996,1.212515717,0.253709886,0.756744413,-4.567083418,,FALSE
MSTRG.8916|ADPGK,0.26251381,2.832721536,1.354683524,0.205897043,0.728480381,-4.532390001,,FALSE
ENSG00000140470,0.262380972,0.79835023,0.682163166,0.510922389,0.87494558,-4.623248236,,FALSE
MSTRG.23443|HOXA11-AS|HOXA11-AS1_1|HOXA11-AS1_2|HOXA11-AS1_3|HOXA11-AS1_4|HOXA11-AS1_5|HOXA11-AS1_6,0.262271489,1.766130789,1.26448069,0.235275922,0.744042011,-4.563251557,,FALSE
MSTRG.9571|ROGDI,0.26225135,4.662542283,2.36252245,0.04024285,0.644422244,-4.086663914,,FALSE
MSTRG.17008|ADAMTS1,0.262056277,4.95228111,0.985724634,0.347958112,0.802184057,-4.635162727,,FALSE
MSTRG.18011|RFTN1,0.262037417,4.678628677,1.706394102,0.119336556,0.676847611,-4.362741487,,FALSE
MSTRG.16879|ARFRP1,0.261997665,3.846137411,1.679814852,0.124508998,0.676847611,-4.405153737,,FALSE
MSTRG.7604|GNPNAT1,0.261815767,3.407782611,1.436065194,0.182098838,0.711173769,-4.492045437,,FALSE
MSTRG.15181|RNF149|SNORD89,0.261555746,3.340226672,1.726486267,0.115556621,0.676847611,-4.413483976,,FALSE
ENSG00000165355,0.261471633,1.64403503,1.415475648,0.187886335,0.714657902,-4.542534411,,FALSE
MSTRG.10939|CTC-297N7.7|MYHAS|RP11-799N11.1,0.261317798,5.218695625,0.456397446,0.658042876,0.924800072,-4.773240123,,FALSE
MSTRG.5464|ETV6,0.261297114,2.706462181,1.499681764,0.165176213,0.702808126,-4.499004836,,FALSE
MSTRG.12403|C17orf62,0.261061827,2.583197827,1.416278786,0.187657668,0.714657902,-4.521101888,,FALSE
MSTRG.17411|KIAA1671,0.260989083,5.394530179,1.360983315,0.203965306,0.727492211,-4.500936568,,FALSE
MSTRG.17680|SLC25A17,0.260952359,2.126299979,1.239945054,0.243838831,0.749584166,-4.563117468,,FALSE
MSTRG.8496|RPS3AP47,0.260933394,3.02472963,1.707534276,0.119119088,0.676847611,-4.434150868,,FALSE
MSTRG.15725|TFPI,0.260819863,3.80717341,1.594890028,0.142415099,0.684628847,-4.431045267,,FALSE
MSTRG.475|SLC9A1,0.26081433,2.730650087,0.844502003,0.418509892,0.836011641,-4.632936767,,FALSE
MSTRG.15333|NIFK-AS1,0.260715117,1.322740967,1.111125138,0.293007654,0.775925076,-4.58611273,,FALSE
MSTRG.23080|PLEKHG1,0.260653922,2.84806826,1.096728634,0.298954465,0.776532314,-4.587500691,,FALSE
MSTRG.27064|PDZD11,0.260589944,3.031700131,1.887235335,0.089038698,0.676612662,-4.385591176,,FALSE
MSTRG.3942|ST5,0.260352292,3.903492645,1.181508907,0.265253533,0.763256364,-4.567569146,,FALSE
MSTRG.17526|PIK3IP1,0.260350807,2.913112098,1.159430029,0.273726082,0.768598808,-4.573986124,,FALSE
ENSG00000159917,0.260258736,1.07461864,1.271727443,0.232794434,0.744042011,-4.567475044,,FALSE
MSTRG.782|RP11-184I16.4,0.260118096,4.96609328,0.974425362,0.353262869,0.804989992,-4.641299827,,FALSE
MSTRG.12417|FN3KRP,0.259997947,2.15028075,0.763690856,0.463024921,0.854233691,-4.636869458,,FALSE
MSTRG.11052|DRC3,0.25965809,1.194683701,0.961322986,0.35948803,0.806185426,-4.602465534,,FALSE
MSTRG.2986|SGMS1-AS1,0.259567319,1.715466551,1.290076948,0.22660715,0.743218199,-4.557644454,,FALSE
MSTRG.26356|TOR2A,0.259520209,0.687967806,0.747650005,0.472214689,0.859315659,-4.617016678,,FALSE
MSTRG.1492|RP11-289I10.2,0.259205407,0.277027401,0.916782177,0.381244875,0.817370718,-4.603294081,,FALSE
MSTRG.4377|MTA2,0.259202331,3.966709343,1.644232088,0.131749976,0.677679199,-4.408550846,,FALSE
MSTRG.24459|REPIN1|RP11-511P7.5|ZNF775,0.25919745,6.13554465,1.088386305,0.302442931,0.77805333,-4.602102627,,FALSE
MSTRG.21900|RPP40,0.259092665,1.255116254,1.364633455,0.202853046,0.726938238,-4.554510205,,FALSE
ENSG00000162433,0.258116488,1.083653303,1.095054645,0.299651963,0.776532314,-4.588123502,,FALSE
MSTRG.1177|GBP2|GBP7,0.258064998,4.351675527,1.033289678,0.326271918,0.7878527,-4.615885799,,FALSE
MSTRG.7300|ARHGEF40,0.257906576,4.045980581,1.608166593,0.139472264,0.684180453,-4.418001154,,FALSE
MSTRG.20489|FRG1,0.257767036,3.108818948,1.459015357,0.175828851,0.706776875,-4.496401932,,FALSE
MSTRG.4500|EHBP1L1|MIR4489|SIPA1,0.257573982,7.433009511,1.049533849,0.319103144,0.783533955,-4.611010743,,FALSE
MSTRG.10339|NIP7,0.25757247,2.474026837,1.054241289,0.317048149,0.782346844,-4.594462211,,FALSE
ENSG00000095015,0.257503728,2.667303905,1.266524691,0.234573813,0.744042011,-4.551594315,,FALSE
MSTRG.8427|RAD51-AS1,0.257278673,0.597112005,0.873069724,0.403492043,0.831539977,-4.608249747,,FALSE
ENSG00000188290,0.257240894,0.315111006,0.734033581,0.480106267,0.861876895,-4.614579889,,FALSE
MSTRG.24708|PTK2B,0.257026211,1.918204054,1.106420426,0.294940858,0.776470857,-4.585683633,,FALSE
MSTRG.24834|C8orf4,0.256379671,3.149701244,1.470841141,0.172671382,0.705600298,-4.493160706,,FALSE
MSTRG.4661|PDE2A,0.256298173,4.060610566,2.012789407,0.07239163,0.662143189,-4.261540483,,FALSE
MSTRG.20057|EMCN,0.2562594,4.269143273,1.678522897,0.124765504,0.676847611,-4.381885421,,FALSE
MSTRG.19199|RP11-3P17.5,0.256139745,1.032180847,0.879643548,0.400089714,0.828898035,-4.609494337,,FALSE
MSTRG.23878|AC006153.3|CDK14|CLDN12|CTB-13L3.1|GTPBP10,0.25584563,4.831328903,1.528796117,0.157898971,0.698517398,-4.434329919,,FALSE
MSTRG.13853|PAFAH1B3,0.255690507,1.428520033,1.241040476,0.243451188,0.749584166,-4.568827135,,FALSE
ENSG00000153214,0.255366443,2.089103734,1.074309885,0.308400162,0.780992218,-4.590583667,,FALSE
MSTRG.4487|FRMD8,0.255223259,2.560077381,1.02824184,0.328524132,0.788731412,-4.599039779,,FALSE
MSTRG.22887|RNF217,0.255113689,3.518393756,1.746134785,0.11196578,0.676847611,-4.391385161,,FALSE
MSTRG.2233|PRELP,0.255006241,4.068759964,0.770492998,0.459163077,0.852808357,-4.683081103,,FALSE
MSTRG.18554|ADAMTS9,0.254935705,3.659127895,1.033710293,0.326084776,0.7878527,-4.607541576,,FALSE
MSTRG.9089|ADAMTSL3,0.25488712,2.862168636,1.130514131,0.285144471,0.771938646,-4.580519502,,FALSE
ENSG00000138376,0.254484025,2.218862905,1.248798648,0.240720094,0.748372837,-4.559287893,,FALSE
MSTRG.15929|RPE,0.254248516,2.652239294,1.335586281,0.211847108,0.730565155,-4.538835737,,FALSE
MSTRG.13976|CTB-147N14.6,0.254225535,0.538883931,0.849343957,0.415937946,0.835316474,-4.608666266,,FALSE
MSTRG.10883|CD68|EIF4A1|RP11-186B7.4|SENP3|SENP3-EIF4A1|SNORA48|SNORA67|SNORD10,0.254193066,6.182666833,2.057137616,0.067248636,0.661848022,-4.211131335,,FALSE
MSTRG.8044|GSKIP,0.254087283,2.452538723,1.042074932,0.322379925,0.785709891,-4.596997011,,FALSE
MSTRG.20637|AMACR|C1QTNF3|C1QTNF3-AMACR|RP11-1084J3.3,0.253968234,3.700666194,0.74682341,0.472691383,0.859555362,-4.684080299,,FALSE
MSTRG.7193|RP11-255P5.3,0.253530435,4.569893355,0.860216326,0.410202255,0.833500578,-4.673173551,,FALSE
MSTRG.22247|PSMB8-AS1|PSMB9,0.253493078,2.30691974,1.492671962,0.166971428,0.702808126,-4.51273675,,FALSE
ENSG00000247095,0.253259099,0.271976315,0.972563156,0.354142794,0.804989992,-4.59924713,,FALSE
MSTRG.8648|PIGBOS1|RAB27A,0.253216775,2.443233447,1.416851339,0.187494797,0.714657902,-4.525978064,,FALSE
MSTRG.6804|ATP5EP2,0.253044753,1.830033819,0.519765252,0.614753417,0.913810379,-4.65337292,,FALSE
MSTRG.18746|ATP6V1A,0.253034902,3.747212192,0.918772846,0.380252846,0.816959266,-4.640255008,,FALSE
MSTRG.1807|LMNA,0.252752217,6.514212478,1.382308531,0.197539302,0.723785801,-4.494480557,,FALSE
MSTRG.13452|GTPBP3,0.2525412,1.733904424,0.928693466,0.375336436,0.814070905,-4.609019367,,FALSE
MSTRG.23261|ZFAND2A,0.252473488,1.319653331,0.991480583,0.345278476,0.799818907,-4.599410037,,FALSE
MSTRG.11239|ABHD15,0.252154291,1.335124881,0.632091275,0.541778741,0.884247989,-4.63562547,,FALSE
MSTRG.22350|COX6A1P2,0.252141287,0.511964571,0.940386797,0.369600146,0.810914695,-4.601696333,,FALSE
MSTRG.25005|TRAM1,0.251964774,4.815579001,2.336375977,0.042064548,0.644422244,-4.091872351,,FALSE
MSTRG.10868|KCTD11,0.251795052,2.044937116,1.158631029,0.274036667,0.768598808,-4.576735163,,FALSE
MSTRG.22610|SLC17A5,0.251534604,2.650674655,1.251859546,0.239649468,0.747742465,-4.556768909,,FALSE
MSTRG.27453|FMR1,0.251494218,2.975839659,1.359283121,0.204485136,0.727492211,-4.525874836,,FALSE
MSTRG.22917|L3MBTL3,0.251401925,0.992541913,0.987876143,0.346954706,0.80140247,-4.59915206,,FALSE
MSTRG.6613|HIP1R,0.251378542,2.827801871,0.986445161,0.34762184,0.802184057,-4.609402811,,FALSE
MSTRG.9486|PDPK2P,0.251312636,1.310235825,1.012053015,0.33582588,0.794017529,-4.597733181,,FALSE
MSTRG.12573|PTPN2,0.25114172,2.920566124,1.499591847,0.165199134,0.702808126,-4.494084724,,FALSE
MSTRG.20275|ANAPC10,0.251110035,2.486031257,1.723900077,0.116036983,0.676847611,-4.458898841,,FALSE
MSTRG.22340|STK38,0.251057866,4.434556132,2.082195388,0.064498302,0.661848022,-4.215066944,,FALSE
ENSG00000172572,0.251039267,2.721145742,1.832588243,0.097347651,0.676612662,-4.425686956,,FALSE
MSTRG.6452|ERP29,0.250980741,4.10651409,2.280107686,0.046262261,0.644422244,-4.160501518,,FALSE
MSTRG.3239|ZMIZ1,0.250886054,5.170903897,1.667300917,0.127013653,0.676847611,-4.374352624,,FALSE
MSTRG.2816|KIAA1462,0.250812876,4.820776902,1.847741447,0.094974369,0.676612662,-4.298626803,,FALSE
MSTRG.2724|FAM171A1,0.250783084,2.749798984,0.938069996,0.37073164,0.811381966,-4.619357397,,FALSE
MSTRG.20843|SGTB,0.250591585,2.151870894,1.372607957,0.200440869,0.725580489,-4.540143149,,FALSE
MSTRG.13282|CTD-2006C1.13|ZNF700|ZNF763,0.250574834,2.277575089,1.182389171,0.26492012,0.763136713,-4.571761861,,FALSE
MSTRG.20386|CPE,0.250405857,4.895946329,2.132037628,0.059343539,0.656298188,-4.175165951,,FALSE
MSTRG.14958|BOLA3,0.250338019,4.536355124,1.178512294,0.266391053,0.764014951,-4.569920005,,FALSE
MSTRG.2495|RP5-827C21.4,0.250258663,1.432095275,1.220638711,0.250753551,0.754606335,-4.572403671,,FALSE
MSTRG.18766|ARHGAP31,0.250232891,3.688940911,1.162268446,0.272624994,0.768598808,-4.573214638,,FALSE
MSTRG.1542|ABHD17AP1,0.250060977,1.310314784,1.091435812,0.301164113,0.777885538,-4.588348773,,FALSE
MSTRG.13711|ZNF540|ZNF571-AS1,0.250029357,1.417068893,0.686639674,0.508216309,0.873711085,-4.631649184,,FALSE
MSTRG.1767|GBAP1,0.249908384,0.269711119,0.50674793,0.623527579,0.915261617,-4.626564645,,FALSE
MSTRG.8875|RPLP1,0.249699804,9.231044554,0.767106514,0.461083099,0.853454735,-4.676752119,,FALSE
MSTRG.648|EVA1B,0.249618014,-0.168954191,0.314762236,0.759535536,0.952619417,-4.624800295,,FALSE
MSTRG.13536|CTC-513N18.7|ZNF626|ZNF737,0.249599771,1.99775647,1.554308404,0.151754661,0.693603893,-4.508601466,,FALSE
MSTRG.17935|SYN2,0.249419303,0.861328675,0.625552096,0.545886953,0.886793375,-4.628895267,,FALSE
ENSG00000169359,0.249382223,2.600000141,1.49816397,0.165563489,0.702808126,-4.502988899,,FALSE
MSTRG.8591|GABPB1-AS1|MIR4712,0.249355184,4.279936797,0.774046628,0.45715388,0.851818147,-4.689064484,,FALSE
MSTRG.12243|MXRA7,0.249117855,5.056722819,1.331872793,0.213020675,0.730778472,-4.512664326,,FALSE
MSTRG.10496|CDH13,0.2490703,5.746612284,2.090660966,0.063593604,0.65995621,-4.192385554,,FALSE
MSTRG.98|SKI,0.248919955,4.649063752,1.600750522,0.141109343,0.684628847,-4.407775579,,FALSE
MSTRG.12876|CNDP2,0.248694907,3.69467442,1.519995765,0.160068491,0.701686631,-4.460879153,,FALSE
ENSG00000230844,0.248633025,1.184867323,0.836314733,0.422883427,0.837567264,-4.614457274,,FALSE
MSTRG.10884|AC113189.5,0.24858114,1.401007597,1.234699034,0.245702235,0.751197644,-4.569765462,,FALSE
MSTRG.9384|TPSAB1,0.248417701,1.882759497,0.614218509,0.553049447,0.889691247,-4.63967173,,FALSE
MSTRG.7363|AP1G2|JPH4,0.248390667,1.934379047,0.818376241,0.432573933,0.84066789,-4.624670947,,FALSE
MSTRG.2965|C10orf128,0.248357824,2.49152152,1.465055553,0.174209948,0.706776875,-4.51209526,,FALSE
MSTRG.9526|CLUAP1|LA16c-306E5.2|LA16c-306E5.3|NAA60|ZNF174,0.247974963,5.212243053,1.754715404,0.110429802,0.676847611,-4.336334007,,FALSE
ENSG00000095203,0.24794922,0.66707739,0.689492747,0.506496161,0.872167102,-4.624032746,,FALSE
